Date,Open,High,Low,Close,Volume,Amount
2026-02-03,8.463785430079646,8.576888036591365,8.378959823474565,8.454360961914062,73946430.0,
2026-02-04,8.567462341456858,8.642863477008644,8.454360638129177,8.633438110351562,86142539.0,
2026-02-05,8.718264995060807,8.793666133920702,8.36953450312067,8.576888084411621,98179484.0,
2026-02-06,8.378960661319182,8.765391759175463,8.303559515340032,8.746541023254395,112674965.0,
2026-02-09,8.746539813679243,8.79366574811222,8.59573754257567,8.633438110351562,73977364.0,
2026-02-10,8.718265208108424,8.869067489513359,8.68056463775719,8.774816513061523,60803224.0,
2026-02-11,8.803092084017976,8.87849322787167,8.680565000542588,8.840792655944824,45556069.0,
2026-02-12,8.878493389484069,9.03872104780288,8.859642653751244,8.916193962097168,84196856.0,
2026-02-13,8.812516992200305,8.812516992200305,8.520336900863029,8.529762268066406,111248203.0,
2026-02-16,8.708839416503906,8.708839416503906,8.708839416503906,8.708839416503906,0.0,
2026-02-20,8.79366655422063,9.08584665540705,8.79366655422063,8.972744941711426,94420900.0,
2026-02-23,9.104696312700437,9.114121680036336,8.935043296064215,9.019869804382324,45183262.0,
2026-02-24,9.151821544840375,9.170671379206189,8.953893340310984,9.01044464111328,122115944.0,
2026-02-25,9.048145294189451,9.198947565950537,8.972744158308911,9.048145294189451,111324289.0,
2026-02-26,9.076421620415978,9.076421620415978,8.84079281687097,8.916193962097168,95841697.0,
2026-02-27,8.916193175996774,9.001019681610616,8.74654016476909,8.991594314575195,149644089.0,
2026-03-02,9.519403328704566,9.519403328704566,9.066995591479635,9.359175682067873,465437336.0,
2026-03-03,9.4157257397967,10.000085000545337,9.330899236020656,9.830432891845703,505995465.0,
2026-03-04,9.82100754402194,9.82100754402194,9.255498116988804,9.538252830505373,360599197.0,
2026-03-05,9.557103412431957,9.896408523952005,9.34974983929904,9.670205116271973,269202765.0,
2026-03-06,9.811582769457004,9.981235787578685,9.613654547932546,9.802157402038574,222741822.0,
2026-03-09,10.490193519102334,10.631570429254609,9.896408878528336,10.028361320495604,462190539.0,
2026-03-10,9.651354382872416,9.839857222605776,9.49112674438595,9.670205116271973,219696701.0,
2026-03-11,9.632505045481594,9.943534971807734,9.434576828832911,9.896409034729004,183872332.0,
2026-03-12,10.056636932211166,10.263990521215703,9.915260016302735,10.00951099395752,197970541.0,
2026-03-13,10.13203795105354,10.386517475226873,9.915259896108104,10.056636810302734,157392382.0,
2026-03-16,10.047211564789936,10.226289950383288,9.924684484871458,10.00951099395752,137281267.0,
2026-03-17,9.990661075568337,10.094337419789266,9.80215732410846,9.971810340881348,144348393.0,
2026-03-18,9.981235953815352,10.037786361562748,9.6702060146471,9.877558708190918,130878569.0,
2026-03-19,9.934109358404914,10.150888304053222,9.934109358404914,10.113186836242676,143738908.0,
2026-03-20,10.066061729784176,10.348815545594103,9.8304329507076,10.28283977508545,206411188.0,
2026-03-23,10.282840193380142,10.452493208849363,9.981235631525966,10.14146327972412,246879592.0,
2026-03-24,10.094337259454164,10.254564906338556,9.924684245375987,10.10376262664795,199819314.0,
2026-03-25,10.08491189226038,10.216864336415904,9.7644565984916,10.10376262664795,171990669.0,
2026-03-26,10.103762014720946,10.28283948629472,10.009510146196368,10.25456428527832,146799794.0,
2026-03-27,10.216864627916426,10.405367482907916,10.103762914921532,10.339391708374023,137590530.0,
2026-03-30,10.518468364857036,10.631570068915964,10.311114791322783,10.499618530273438,168917976.0,
2026-03-31,10.575019504367065,10.60329470523568,9.990660259585256,10.132037162780762,231852570.0,
2026-04-01,9.990661745774869,10.32054153525407,9.877559127770644,9.943535804748535,149480466.0,
2026-04-02,9.849282988347849,10.160312911222332,9.8398576212662,10.150888442993164,152200427.0,
2026-04-08,9.8775579781653,10.00951041791116,9.566528061984492,9.952960014343262,174043007.0,
2026-04-09,9.952960228540991,10.150888442993164,9.924684127296056,10.150888442993164,113724408.0,
2026-04-10,10.14146336226169,10.282840277068326,10.11318726021836,10.179163932800291,76956497.0,
2026-04-13,10.19801389299102,10.41479285037062,10.19801389299102,10.339391708374023,96106689.0,
2026-04-14,10.254564573274948,10.377091646257064,10.198013270801487,10.28283977508545,78841715.0,
2026-04-15,10.188589295519204,10.22628986604068,9.8964091998384,9.971810340881348,146543669.0,
2026-04-16,9.877558748268603,10.03778640229055,9.839858176666532,10.000085830688477,97145073.0,
2026-04-17,9.95296000921504,10.094336916914395,9.896408706823822,10.075486183166504,95756391.0,
2026-04-20,9.821007559634944,9.962384467191754,9.679630652078131,9.745606422424316,157178282.0,
2026-04-21,9.745606132160551,9.849282468024146,9.679630363779394,9.83985710144043,129903437.0,
2026-04-22,9.849282688459295,10.037785530090332,9.839857321664631,10.037785530090332,100311623.0,
2026-04-23,10.03778628187076,10.461918830871582,9.990661242072909,10.461918830871582,167221760.0,
2026-04-24,10.405366344172576,10.678695678710938,10.405366344172576,10.678695678710938,166545618.0,
2026-04-27,10.669270367051327,10.867198568860871,10.603294599398952,10.801222801208496,120418774.0,
2026-04-28,10.63157094104833,11.036852754645022,10.584445002444818,10.999152183532717,165895351.0,
2026-04-29,11.02742636421874,11.329031803991944,10.989725796603642,11.291330337524414,168454091.0,
